user_id,date,session_duration_mins,quests_completed,login_hour,streak_days,doomscroll_triggered
276,2024-10-02,529.8,5,22,14,0
277,2024-10-03,580.2,4,21,15,1
278,2024-10-04,597.6,6,22,19,0
279,2024-10-05,424.2,3,22,15,1
280,2024-10-06,374.4,4,22,10,1
281,2024-10-07,564.0,5,21,20,1
282,2024-10-08,387.0,7,22,11,0
283,2024-10-09,430.2,7,22,16,0
284,2024-10-10,443.4,3,22,9,1
285,2024-10-11,321.6,4,21,8,0
286,2024-10-12,394.2,4,21,6,1
287,2024-10-13,297.0,3,22,6,1
288,2024-10-14,348.6,5,22,10,0
289,2024-10-15,497.4,6,20,18,1
290,2024-10-16,403.8,6,23,13,1
291,2024-10-17,273.0,5,21,4,1
292,2024-10-18,491.4,5,21,16,0
293,2024-10-19,468.0,5,21,12,1
294,2024-10-20,510.0,5,22,19,1
295,2024-10-21,389.4,3,21,10,1
296,2024-10-22,411.0,6,22,8,0
297,2024-10-23,658.8,4,22,20,1
298,2024-10-24,466.8,7,21,17,1
299,2024-10-25,245.4,5,21,4,0
300,2024-10-26,415.2,6,22,14,0
301,2024-10-27,214.8,5,20,4,0
302,2024-10-28,546.0,6,22,16,1
303,2024-10-29,252.6,5,22,7,0
304,2024-10-30,436.8,7,21,6,0
305,2024-10-31,558.6,7,21,18,0
306,2024-11-01,446.4,6,22,14,1
307,2024-11-02,607.2,6,21,15,0
308,2024-11-03,297.6,5,23,10,0
309,2024-11-04,366.0,5,21,12,1
310,2024-11-05,486.0,7,21,19,0
311,2024-11-06,447.6,5,22,13,1
312,2024-11-07,591.6,5,22,22,1
313,2024-11-08,324.0,6,21,11,1
314,2024-11-09,435.6,7,21,16,0
315,2024-11-10,540.0,7,22,17,0
316,2024-11-11,475.8,5,22,13,1
317,2024-11-12,459.6,6,22,18,0
318,2024-11-13,360.0,3,21,10,1
319,2024-11-14,472.8,5,22,16,1
320,2024-11-15,287.4,6,21,7,1
321,2024-11-16,402.6,3,21,6,1
322,2024-11-17,420.6,7,22,12,0
323,2024-11-18,418.2,5,21,11,0
324,2024-11-19,361.2,7,21,7,0
325,2024-11-20,493.8,6,22,15,0
326,2024-11-21,559.2,8,21,19,0
327,2024-11-22,440.4,5,21,11,1
328,2024-11-23,478.8,5,21,17,0
329,2024-11-24,336.0,6,22,9,0
330,2024-11-25,342.6,4,21,11,0
331,2024-11-26,500.4,5,21,12,0
332,2024-11-27,528.6,4,22,16,1
333,2024-11-28,426.6,6,22,12,0
334,2024-11-29,333.6,6,21,3,0
335,2024-11-30,454.2,4,22,17,1
336,2024-12-01,425.4,5,23,13,0
337,2024-12-02,124.2,5,22,2,1
338,2024-12-03,463.2,6,22,18,1
339,2024-12-04,620.4,4,22,19,0
340,2024-12-05,424.2,8,22,7,1
341,2024-12-06,267.6,5,22,6,1
342,2024-12-07,498.6,8,20,17,0
343,2024-12-08,496.8,5,22,17,1
344,2024-12-09,564.6,5,21,14,1
345,2024-12-10,345.0,6,21,10,0
346,2024-12-11,448.8,5,21,8,0
347,2024-12-12,477.0,7,21,15,1
348,2024-12-13,333.0,5,23,9,1
349,2024-12-14,379.2,3,21,9,1
350,2024-12-15,604.2,6,21,16,0
351,2024-12-16,518.4,4,22,16,1
352,2024-12-17,543.6,8,22,19,0
353,2024-12-18,288.0,6,21,4,0
354,2024-12-19,361.2,4,21,10,1
355,2024-12-20,321.6,7,23,10,0
356,2024-12-21,414.0,5,22,12,1
357,2024-12-22,357.6,3,21,6,1
358,2024-12-23,497.4,4,23,15,0
359,2024-12-24,513.0,6,21,20,0
360,2024-12-25,360.6,3,21,7,1
361,2024-12-26,467.4,5,21,13,1
362,2024-12-27,540.6,6,21,18,1
363,2024-12-28,463.8,5,22,11,1
364,2024-12-29,409.2,5,20,9,1
365,2024-12-30,489.0,4,21,13,1
366,2024-12-31,381.0,6,22,15,0
367,2025-01-01,345.0,4,23,6,1
368,2025-01-02,495.6,2,22,17,1
369,2025-01-03,421.2,5,23,11,1
370,2025-01-04,303.6,3,22,9,1
371,2025-01-05,337.2,7,23,5,0
372,2025-01-06,425.4,6,21,9,0
373,2025-01-07,359.4,4,21,9,0
374,2025-01-08,210.6,6,22,7,0
375,2025-01-09,494.4,6,22,14,1
376,2025-01-10,445.2,5,21,13,1
377,2025-01-11,393.0,5,22,16,0
378,2025-01-12,484.2,6,21,15,0
379,2025-01-13,411.6,4,21,9,1
380,2025-01-14,257.4,5,23,11,1
381,2025-01-15,356.4,5,22,9,1
382,2025-01-16,289.8,5,22,5,1
383,2025-01-17,468.6,5,22,14,1
384,2025-01-18,421.2,4,21,13,1
385,2025-01-19,374.4,3,21,9,1
386,2025-01-20,480.0,5,22,16,1
387,2025-01-21,373.2,7,22,10,0
388,2025-01-22,559.2,3,22,18,1
389,2025-01-23,559.8,7,21,11,0
390,2025-01-24,300.6,6,21,6,0
391,2025-01-25,515.4,8,22,19,0
392,2025-01-26,445.2,6,21,14,0
393,2025-01-27,329.4,5,21,8,0
394,2025-01-28,344.4,5,22,10,0
395,2025-01-29,305.4,5,21,8,0
396,2025-01-30,458.4,6,22,16,0
397,2025-01-31,198.6,6,20,3,0
398,2025-02-01,449.4,6,22,13,0
399,2025-02-02,259.8,6,21,4,0
400,2025-02-03,318.6,5,20,4,0
401,2025-02-04,334.2,5,21,14,1
402,2025-02-05,300.6,3,22,7,1
403,2025-02-06,448.2,5,21,15,1
404,2025-02-07,433.8,4,22,16,1
405,2025-02-08,330.6,6,22,10,0
406,2025-02-09,354.0,4,22,14,1
407,2025-02-10,543.0,4,22,19,1
408,2025-02-11,333.6,6,22,8,0
409,2025-02-12,413.4,6,21,16,0
410,2025-02-13,346.2,8,21,8,0
411,2025-02-14,424.8,5,21,12,0
412,2025-02-15,308.4,4,22,9,0
413,2025-02-16,372.6,4,22,9,1
414,2025-02-17,390.6,8,23,10,0
415,2025-02-18,354.6,4,22,9,1
416,2025-02-19,455.4,6,21,11,1
417,2025-02-20,588.0,6,22,17,1
418,2025-02-21,361.2,5,22,6,0
419,2025-02-22,406.8,5,21,14,0
420,2025-02-23,311.4,4,21,7,1
421,2025-02-24,210.0,6,22,7,0
422,2025-02-25,294.0,4,22,4,1
423,2025-02-26,567.6,5,22,17,1
424,2025-02-27,465.0,5,21,11,0
425,2025-02-28,450.6,3,22,8,1
426,2025-03-01,495.6,5,21,13,1
427,2025-03-02,420.6,5,22,10,0
428,2025-03-03,525.0,7,21,17,0
429,2025-03-04,484.2,4,21,7,1
430,2025-03-05,423.0,5,21,11,0
431,2025-03-06,641.4,3,23,16,1
432,2025-03-07,283.2,5,21,7,1
433,2025-03-08,360.0,5,21,10,1
434,2025-03-09,350.4,5,22,6,0
435,2025-03-10,161.4,4,22,8,0
436,2025-03-11,265.8,4,21,5,1
437,2025-03-12,396.6,6,20,7,0
438,2025-03-13,279.0,7,22,6,1
439,2025-03-14,360.0,3,22,9,1
440,2025-03-15,412.8,5,22,16,1
441,2025-03-16,420.6,5,21,13,0
442,2025-03-17,487.2,3,22,18,1
443,2025-03-18,430.2,5,21,10,1
444,2025-03-19,387.6,4,23,8,1
445,2025-03-20,360.6,5,22,11,0
446,2025-03-21,308.4,4,22,9,1
447,2025-03-22,550.8,5,22,14,1
448,2025-03-23,205.2,6,22,5,1
449,2025-03-24,460.2,5,22,12,0
450,2025-03-25,557.4,6,22,19,0
451,2025-03-26,403.8,5,22,8,1
452,2025-03-27,392.4,4,22,10,1
453,2025-03-28,232.8,4,22,4,1
454,2025-03-29,450.0,4,22,17,1
455,2025-03-30,342.6,5,22,12,0
456,2025-03-31,297.6,3,21,10,1
457,2025-04-01,417.6,7,21,12,0
458,2025-04-02,462.6,7,21,12,0
459,2025-04-03,301.8,7,22,9,0
460,2025-04-04,231.6,4,22,6,1
461,2025-04-05,444.6,4,21,13,0
462,2025-04-06,504.6,6,20,12,1
463,2025-04-07,431.4,5,22,10,1
464,2025-04-08,387.0,7,22,11,0
465,2025-04-09,455.4,3,22,17,1
466,2025-04-10,448.8,4,22,13,1
467,2025-04-11,354.0,5,22,6,0
468,2025-04-12,571.2,4,22,18,1
469,2025-04-13,496.8,5,20,15,0
470,2025-04-14,541.2,4,22,15,1
471,2025-04-15,438.6,5,20,8,1
472,2025-04-16,547.2,4,22,16,1
473,2025-04-17,316.2,4,21,13,1
474,2025-04-18,373.2,5,22,7,1
475,2025-04-19,436.8,5,22,13,1
476,2025-04-20,513.6,7,21,16,0
477,2025-04-21,456.0,4,22,15,1
478,2025-04-22,217.2,5,22,4,0
479,2025-04-23,313.8,3,21,14,1
480,2025-04-24,405.0,6,21,10,1
481,2025-04-25,172.2,4,22,4,0
482,2025-04-26,509.4,4,23,15,1
483,2025-04-27,457.8,8,21,15,0
484,2025-04-28,484.2,8,22,12,0
485,2025-04-29,432.6,4,22,7,1
486,2025-04-30,537.6,6,22,18,0
487,2025-05-01,438.0,9,22,14,0
488,2025-05-02,430.8,6,22,15,1
489,2025-05-03,529.8,4,21,16,1
490,2025-05-04,494.4,3,23,17,1
491,2025-05-05,447.6,4,22,13,1
492,2025-05-06,261.6,5,22,7,1
493,2025-05-07,361.2,5,22,9,1
494,2025-05-08,472.8,5,20,10,0
495,2025-05-09,485.4,5,22,17,1
496,2025-05-10,440.4,6,22,13,0
497,2025-05-11,387.6,6,21,9,0
498,2025-05-12,482.4,7,22,11,0
499,2025-05-13,608.4,4,22,18,1
500,2025-05-14,519.0,7,22,15,0
501,2025-05-15,538.2,1,21,17,1
502,2025-05-16,492.0,5,23,7,1
503,2025-05-17,443.4,5,22,11,1
504,2025-05-18,379.8,3,21,9,1
505,2025-05-19,627.6,5,21,19,1
506,2025-05-20,442.2,5,22,11,1
507,2025-05-21,520.8,4,22,9,0
508,2025-05-22,205.8,7,21,3,0
509,2025-05-23,544.2,4,22,18,1
510,2025-05-24,471.0,5,21,19,0
511,2025-05-25,228.6,6,21,3,0
512,2025-05-26,368.4,3,22,13,1
513,2025-05-27,512.4,6,22,16,1
514,2025-05-28,421.2,7,21,14,0
515,2025-05-29,428.4,4,22,10,0
516,2025-05-30,305.4,2,22,8,1
517,2025-05-31,567.6,6,22,17,0
518,2025-06-01,477.0,4,22,15,1
519,2025-06-02,549.0,4,21,15,1
520,2025-06-03,519.6,5,22,17,1
521,2025-06-04,590.4,6,22,22,0
522,2025-06-05,281.4,4,22,11,1
523,2025-06-06,310.2,3,22,11,1
524,2025-06-07,428.4,4,22,10,1
525,2025-06-08,259.8,6,22,8,0
526,2025-06-09,585.0,5,22,17,1
527,2025-06-10,514.8,6,21,18,0
528,2025-06-11,514.8,6,21,17,0
529,2025-06-12,603.6,5,22,20,1
530,2025-06-13,493.8,5,23,12,0
531,2025-06-14,366.0,4,21,14,1
532,2025-06-15,396.0,5,22,15,1
533,2025-06-16,366.6,7,22,10,0
534,2025-06-17,395.4,6,21,7,0
535,2025-06-18,434.4,7,23,13,0
536,2025-06-19,447.6,6,21,10,0
537,2025-06-20,516.0,6,23,22,0
538,2025-06-21,252.0,3,22,5,1
539,2025-06-22,419.4,7,22,12,0
540,2025-06-23,381.6,6,23,13,0
541,2025-06-24,276.0,3,22,8,1
542,2025-06-25,330.6,7,23,10,1
543,2025-06-26,402.6,6,22,12,0
544,2025-06-27,247.2,3,21,7,1
545,2025-06-28,529.8,3,21,14,1
546,2025-06-29,574.2,4,23,19,0
547,2025-06-30,405.0,8,22,10,0
548,2025-07-01,506.4,6,22,15,1
549,2025-07-02,668.4,5,22,20,1
550,2025-07-03,631.8,6,22,17,0
551,2025-07-04,337.8,4,22,9,1
552,2025-07-05,313.8,4,22,5,1
553,2025-07-06,374.4,6,23,11,0
554,2025-07-07,478.2,6,23,12,1
555,2025-07-08,318.6,7,21,3,0
556,2025-07-09,422.4,6,21,12,0
557,2025-07-10,402.6,4,21,8,1
558,2025-07-11,390.0,5,23,11,1
559,2025-07-12,461.4,5,22,11,0
560,2025-07-13,348.0,6,22,11,1
561,2025-07-14,423.0,4,21,15,1
562,2025-07-15,366.0,5,22,8,1
563,2025-07-16,324.0,7,22,4,0
564,2025-07-17,534.0,4,23,16,1
565,2025-07-18,541.8,5,22,15,1
566,2025-07-19,417.6,6,21,14,0
567,2025-07-20,336.0,4,22,8,0
568,2025-07-21,380.4,5,23,15,1
569,2025-07-22,233.4,3,22,6,1
570,2025-07-23,480.0,6,23,11,0
571,2025-07-24,534.6,5,21,19,0
572,2025-07-25,585.0,3,22,15,1
573,2025-07-26,423.6,4,22,12,0
574,2025-07-27,393.6,4,20,11,1
575,2025-07-28,306.0,4,21,7,1
576,2025-07-29,625.8,4,22,19,1
577,2025-07-30,504.0,5,22,17,1
578,2025-07-31,494.4,6,22,16,1
579,2025-08-01,430.2,3,22,12,0
580,2025-08-02,306.6,6,21,10,0
581,2025-08-03,357.6,4,22,9,1
582,2025-08-04,546.0,6,21,18,1
583,2025-08-05,284.4,3,21,4,1
584,2025-08-06,530.4,5,22,15,0
585,2025-08-07,264.0,4,22,5,0
586,2025-08-08,432.0,5,22,11,1
587,2025-08-09,336.6,6,21,12,0
588,2025-08-10,424.8,6,21,6,0
589,2025-08-11,435.6,6,22,8,1
590,2025-08-12,465.6,6,22,15,1
591,2025-08-13,559.8,7,21,19,0
592,2025-08-14,317.4,5,23,13,1
593,2025-08-15,398.4,4,21,9,0
594,2025-08-16,288.6,6,20,8,0
595,2025-08-17,255.6,6,22,9,0
596,2025-08-18,438.6,6,22,12,0
597,2025-08-19,388.8,4,22,13,1
598,2025-08-20,468.6,6,21,18,1
599,2025-08-21,460.2,6,22,12,0
600,2025-08-22,458.4,5,22,9,1
601,2025-08-23,335.4,7,22,7,0
602,2025-08-24,476.4,3,20,11,1
603,2025-08-25,251.4,7,22,5,0
604,2025-08-26,401.4,4,22,9,1
605,2025-08-27,321.0,3,21,6,0
606,2025-08-28,424.2,6,22,11,0
607,2025-08-29,404.4,5,21,14,1
608,2025-08-30,308.4,5,22,14,0
609,2025-08-31,565.2,4,23,15,1
610,2025-09-01,321.6,7,21,8,0
611,2025-09-02,435.6,4,21,18,1
612,2025-09-03,479.4,5,23,15,0
613,2025-09-04,499.2,5,22,15,1
614,2025-09-05,524.4,5,22,17,0
615,2025-09-06,451.8,5,21,13,0
616,2025-09-07,415.2,4,22,11,1
617,2025-09-08,522.0,5,22,18,1
618,2025-09-09,355.2,4,22,8,0
619,2025-09-10,391.8,6,22,11,0
620,2025-09-11,535.8,5,22,17,1
621,2025-09-12,424.8,5,21,11,1
622,2025-09-13,402.0,3,22,9,1
623,2025-09-14,305.4,5,22,8,1
624,2025-09-15,482.4,3,21,13,1
625,2025-09-16,408.0,6,21,10,1
626,2025-09-17,537.6,6,22,14,1
627,2025-09-18,579.6,4,20,19,1
628,2025-09-19,577.2,6,21,17,0
629,2025-09-20,120.0,5,22,2,1
630,2025-09-21,421.2,5,21,15,0
631,2025-09-22,557.4,4,21,16,1
632,2025-09-23,413.4,6,21,11,0
633,2025-09-24,469.2,5,21,18,0
634,2025-09-25,457.8,4,21,13,1
635,2025-09-26,309.6,4,21,3,1
636,2025-09-27,358.8,4,22,13,0
637,2025-09-28,412.2,5,23,11,1
638,2025-09-29,495.0,6,21,9,0
639,2025-09-30,404.4,5,21,14,1
640,2025-10-01,424.2,4,22,15,1
641,2025-10-02,333.0,7,23,15,0
642,2025-10-03,460.8,7,21,15,0
643,2025-10-04,371.4,4,22,7,1
644,2025-10-05,293.4,4,22,7,1
645,2025-10-06,600.6,5,22,13,1
646,2025-10-07,721.2,5,21,17,1
647,2025-10-08,560.4,6,23,14,0
648,2025-10-09,187.2,7,20,3,0
649,2025-10-10,487.8,8,20,14,0
650,2025-10-11,244.8,6,22,5,0
651,2025-10-12,442.8,3,21,15,1
652,2025-10-13,390.6,4,22,9,1
653,2025-10-14,384.0,6,21,13,0
654,2025-10-15,495.6,7,22,21,0
655,2025-10-16,304.2,4,23,10,1
656,2025-10-17,368.4,6,21,9,0
657,2025-10-18,494.4,4,22,10,1
658,2025-10-19,341.4,6,22,5,0
659,2025-10-20,322.8,7,22,7,0
660,2025-10-21,561.6,5,23,17,1
661,2025-10-22,238.2,6,22,3,0
662,2025-10-23,427.8,7,21,9,0
